ILOC_CODE_2016,H_w_In_ps_OO_DS_SH,H_w_In_ps_OO_DS_SDRTHT,H_w_In_ps_OO_DS_FA,H_w_In_ps_OO_DS_OD_C,H_w_In_ps_OO_DS_OD_CH,H_w_In_ps_OO_DS_OD_IH_t_SO,H_w_In_ps_OO_OD_HF_a_SO,H_w_In_ps_OO_DS_OD_Tot,H_w_In_ps_OO_DS_NS,H_w_In_ps_OO_Tot,H_w_In_ps_M_DS_SH,H_w_In_ps_M_DS_SDRTHT,H_w_In_ps_M_DS_FA,H_w_In_ps_M_DS_OD_C,H_w_In_ps_M_DS_OD_CH,H_w_In_ps_M_DS_OD_IH_t_SO,H_w_In_ps_M_OD_HF_a_SO,H_w_In_ps_M_DS_OD_Tot,H_w_In_ps_M_DS_NS,H_w_In_ps_M_Tot,H_w_In_ps_RREA_DS_SH,H_w_In_ps_RREA_DS_SDRTHT,H_w_In_ps_RREA_DS_FA,H_w_In_ps_RREA_DS_OD_C,H_w_In_ps_RREA_DS_OD_CH,H_w_In_ps_RREA_DS_OD_IH_t_SO,H_w_In_ps_RREA_OD_HF_a_SO,H_w_In_ps_RREA_DS_OD_Tot,H_w_In_ps_RREA_DS_NS,H_w_In_ps_RREA_Tot,H_w_In_ps_RHA_DS_SH,H_w_In_ps_RHA_DS_SDRTHT,H_w_In_ps_RHA_DS_FA,H_w_In_ps_RHA_DS_OD_C,H_w_In_ps_RHA_DS_OD_CH,H_w_In_ps_RHA_DS_OD_IH_t_SO,H_w_In_ps_RHA_OD_HF_a_SO,H_w_In_ps_RHA_DS_OD_Tot,H_w_In_ps_RHA_DS_NS,H_w_In_ps_RHA_Tot,H_w_In_ps_R_PSH_DS_SH,H_w_In_ps_R_PSH_DS_SDRTHT,H_w_In_ps_R_PSH_DS_FA,H_w_In_ps_R_PSH_DS_OD_C,H_w_In_ps_R_PSH_DS_OD_CH,H_w_In_ps_R_PSH_DS_OD_IH_t_SO,H_w_In_ps_R_PSH_OD_HF_a_SO,H_w_In_ps_R_PSH_DS_OD_Tot,H_w_In_ps_R_PSH_DS_NS,H_w_In_ps_R_PSH_Tot,H_w_In_ps_R_HCC_DS_SH,H_w_In_ps_R_HCC_DS_SDRTHT,H_w_In_ps_R_HCC_DS_FA,H_w_In_ps_R_HCC_DS_OD_C,H_w_In_ps_R_HCC_DS_OD_CH,H_w_In_ps_R_HCC_DS_OD_IH_t_SO,H_w_In_ps_R_HCC_OD_HF_a_SO,H_w_In_ps_R_HCC_DS_OD_Tot,H_w_In_ps_R_HCC_DS_NS,H_w_In_ps_R_HCC_Tot,H_w_In_ps_R_OLT_DS_SH,H_w_In_ps_R_OLT_DS_SDRTHT,H_w_In_ps_R_OLT_DS_FA,H_w_In_ps_R_OLT_DS_OD_C,H_w_In_ps_R_OLT_DS_OD_CH,H_w_In_ps_R_OLT_DS_OD_IH_t_SO,H_w_In_ps_R_OLT_OD_HF_a_SO,H_w_In_ps_R_OLT_DS_OD_Tot,H_w_In_ps_R_OLT_DS_NS,H_w_In_ps_R_OLT_Tot,H_w_In_ps_R_LNS_DS_SH,H_w_In_ps_R_LNS_DS_SDRTHT,H_w_In_ps_R_LNS_DS_FA,H_w_In_ps_R_LNS_DS_OD_C,H_w_In_ps_R_LNS_DS_OD_CH,H_w_In_ps_R_LNS_DS_OD_IH_t_SO,H_w_In_ps_R_LNS_OD_HF_a_SO,H_w_In_ps_R_LNS_DS_OD_Tot,H_w_In_ps_R_LNS_DS_NS,H_w_In_ps_R_LNS_Tot,H_w_In_ps_R_Tot_DS_SH,H_w_In_ps_R_Tot_DS_SDRTHT,H_w_In_ps_R_Tot_DS_FA,H_w_In_ps_R_Tot_DS_OD_C,H_w_In_ps_R_Tot_DS_OD_CH,H_w_In_ps_R_Tot_DS_OD_IH_t_SO,H_w_In_ps_R_Tot_OD_HF_a_SO,H_w_In_ps_R_Tot_DS_OD_Tot,H_w_In_ps_R_Tot_DS_NS,H_w_In_ps_R_Tot_Tot,H_w_In_ps_OTT_DS_SH,H_w_In_ps_OTT_DS_SDRTHT,H_w_In_ps_OTT_DS_FA,H_w_In_ps_OTT_DS_OD_C,H_w_In_ps_OTT_DS_OD_CH,H_w_In_ps_OTT_DS_OD_IH_t_SO,H_w_In_ps_OTT_OD_HF_a_SO,H_w_In_ps_OTT_DS_OD_Tot,H_w_In_ps_OTT_DS_NS,H_w_In_ps_OTT_Tot,H_w_In_ps_T_NS_DS_SH,H_w_In_ps_T_NS_DS_SDRTHT,H_w_In_ps_T_NS_DS_FA,H_w_In_ps_T_NS_DS_OD_C,H_w_In_ps_T_NS_DS_OD_CH,H_w_In_ps_T_NS_DS_OD_IH_t_SO,H_w_In_ps_T_NS_OD_HF_a_SO,H_w_In_ps_T_NS_DS_OD_Tot,H_w_In_ps_T_NS_DS_NS,H_w_In_ps_T_NS_Tot,H_w_In_ps_Tot_DS_SH,H_w_In_ps_Tot_DS_SDRTHT,H_w_In_ps_Tot_DS_FA,H_w_In_ps_Tot_DS_OD_C,H_w_In_ps_Tot_DS_OD_CH,H_w_In_ps_Tot_DS_OD_IH_t_SO,H_w_In_ps_Tot_OD_HF_a_SO,H_w_In_ps_Tot_DS_OD_Tot,H_w_In_ps_Tot_DS_NS,H_w_In_ps_Tot_Tot,OH_OO_DS_SH,OH_OO_DS_SDRTHT,OH_OO_DS_FA,OH_OO_DS_OD_C,OH_OO_DS_OD_CH,OH_OO_DS_OD_IH_t_SO,OH_OO_OD_HF_a_SO,OH_OO_DS_OD_Tot,OH_OO_DS_NS,OH_OO_DS_Tot,OH_M_DS_SH,OH_M_DS_SDRTHT,OH_M_DS_FA,OH_M_DS_OD_C,OH_M_DS_OD_CH,OH_M_DS_OD_IH_t_SO,OH_M_OD_HF_a_SO,OH_M_DS_OD_Tot,OH_M_DS_NS,OH_M_DS_Tot,OH_RREA_DS_SH,OH_RREA_DS_SDRTHT,OH_RREA_DS_FA,OH_RREA_DS_OD_C,OH_RREA_DS_OD_CH,OH_RREA_DS_OD_IH_t_SO,OH_RREA_OD_HF_a_SO,OH_RREA_DS_OD_Tot,OH_RREA_DS_NS,OH_RREA_DS_Tot,OH_RHA_DS_SH,OH_RHA_DS_SDRTHT,OH_RHA_DS_FA,OH_RHA_DS_OD_C,OH_RHA_DS_OD_CH,OH_RHA_DS_OD_IH_t_SO,OH_RHA_OD_HF_a_SO,OH_RHA_DS_OD_Tot,OH_RHA_DS_NS,OH_RHA_DS_Tot,OH_R_PSH_DS_SH,OH_R_PSH_DS_SDRTHT,OH_R_PSH_DS_FA,OH_R_PSH_DS_OD_C,OH_R_PSH_DS_OD_CH,OH_R_PSH_DS_OD_IH_t_SO,OH_R_PSH_OD_HF_a_SO,OH_R_PSH_DS_OD_Tot,OH_R_PSH_DS_NS,OH_R_PSH_DS_Tot,OH_R_HCC_DS_SH,OH_R_HCC_DS_SDRTHT,OH_R_HCC_DS_FA,OH_R_HCC_DS_OD_C,OH_R_HCC_DS_OD_CH,OH_R_HCC_DS_OD_IH_t_SO,OH_R_HCC_OD_HF_a_SO,OH_R_HCC_DS_OD_Tot,OH_R_HCC_DS_NS,OH_R_HCC_DS_Tot,OH_R_OLT_DS_SH,OH_R_OLT_DS_SDRTHT,OH_R_OLT_DS_FA,OH_R_OLT_DS_OD_C,OH_R_OLT_DS_OD_CH,OH_R_OLT_DS_OD_IH_t_SO,OH_R_OLT_OD_HF_a_SO,OH_R_OLT_DS_OD_Tot,OH_R_OLT_DS_NS,OH_R_OLT_DS_Tot,OH_R_LNS_DS_SH,OH_R_LNS_DS_SDRTHT,OH_R_LNS_DS_FA,OH_R_LNS_DS_OD_C,OH_R_LNS_DS_OD_CH,OH_R_LNS_DS_OD_IH_t_SO,OH_R_LNS_OD_HF_a_SO,OH_R_LNS_DS_OD_Tot,OH_R_LNS_DS_NS,OH_R_LNS_DS_Tot
ILOC40200401,73,4,0,0,0,0,0,0,0,82,131,4,0,0,0,0,0,0,0,135,65,23,0,0,0,0,0,0,0,85,27,40,0,0,0,0,0,0,0,61,51,0,0,0,0,0,0,0,0,54,8,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,7,163,66,3,0,0,0,0,0,4,234,5,0,0,0,0,0,0,0,0,5,9,5,0,0,0,0,0,0,0,16,384,78,5,0,0,0,3,4,0,471,4955,119,11,27,0,0,21,45,51,5185,3553,73,0,3,0,0,7,16,29,3672,847,188,20,0,0,0,3,3,5,1057,281,312,62,0,0,0,0,0,0,659,811,46,5,0,0,0,6,10,10,886,39,32,13,0,0,0,0,0,0,80,195,8,3,15,0,0,3,18,0,227,103,7,0,0,0,0,0,0,4,117
ILOC40200402,9,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,10,6,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,3,0,0,0,0,0,0,61,179,4,0,0,0,0,0,0,0,183,141,3,0,0,0,0,0,0,0,144,26,3,0,0,0,0,0,0,0,30,10,3,9,0,0,0,0,0,0,12,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,6
ILOC40200501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200502,40,3,0,0,0,0,0,0,0,37,94,8,0,0,0,0,0,0,0,100,49,28,4,0,0,0,0,0,0,91,66,73,32,0,0,0,0,0,0,166,29,10,0,0,0,0,0,0,0,42,3,0,11,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,153,121,52,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,18,8,3,0,0,0,0,0,0,28,302,133,49,0,0,0,0,0,0,491,656,49,3,7,0,0,0,5,0,716,509,33,0,0,0,0,0,0,5,550,188,68,56,0,0,0,0,0,3,314,41,92,44,0,0,0,0,0,0,179,107,25,19,0,0,0,3,3,0,151,5,4,10,0,0,0,0,0,0,14,24,13,12,0,0,0,0,0,0,48,6,3,4,0,0,0,0,0,0,18
ILOC40200503,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,23,135,0,0,0,0,0,0,0,5,140,114,0,0,0,0,0,0,0,0,114,30,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,3
ILOC40200504,12,3,0,0,0,0,0,0,0,14,38,0,0,0,0,0,0,0,0,37,20,12,0,0,0,0,0,0,0,36,80,15,17,0,0,0,0,0,0,113,15,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,7,123,36,22,0,0,0,0,0,3,181,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,16,179,44,25,0,0,0,0,0,3,247,348,20,3,6,0,0,0,6,0,377,286,22,6,3,0,0,0,3,0,315,66,40,7,0,0,0,0,0,0,117,88,42,30,0,0,0,0,0,3,168,39,10,3,0,0,0,0,3,3,56,0,0,0,0,0,0,0,0,0,0,39,3,3,3,0,0,0,3,0,52,3,0,0,3,0,0,0,3,0,3
ILOC40200505,11,0,0,0,0,0,0,0,0,11,40,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,86,0,0,3,0,0,0,3,0,92,223,0,0,3,0,0,3,6,0,228,284,0,0,0,0,0,0,0,0,286,60,0,0,0,0,0,0,0,0,60,5,3,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0
ILOC40200601,16,4,0,0,0,0,0,0,0,25,63,30,0,0,0,0,0,0,0,96,53,38,3,0,0,0,0,0,0,101,22,149,4,0,0,0,0,0,0,176,14,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,96,201,7,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,21,181,255,8,0,0,0,0,0,0,446,1752,448,25,12,0,0,0,18,10,2247,1983,805,14,0,0,0,5,9,7,2820,550,393,107,0,3,0,0,3,3,1048,122,1089,176,0,0,0,0,0,0,1394,219,205,16,0,0,0,0,0,6,448,9,33,0,0,0,0,0,0,0,43,71,37,15,0,3,0,0,4,6,134,24,26,0,0,0,0,0,0,0,49
ILOC40300101,12,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,22,49,4,3,0,0,0,0,0,0,59,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,88,4,3,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,131,4,3,0,0,0,0,0,0,141,213,0,8,13,6,0,3,12,0,235,182,0,0,0,0,0,0,0,0,185,56,5,7,0,0,0,0,0,0,66,28,0,10,0,0,0,0,0,0,43,47,10,6,0,0,0,0,0,0,62,3,0,3,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,37,7,0,3,0,0,0,0,0,0,9
ILOC40300102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40300103,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,52,0,0,0,0,0,0,0,0,52,26,0,0,0,0,0,0,0,0,26,37,0,0,0,0,0,0,0,0,37,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40300104,8,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,0,35,112,0,0,0,0,0,0,0,0,111,59,0,0,0,0,3,0,3,0,60,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,4,0,25,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,12,5,0,0,0,0,3,0,3,0,3
ILOC40300201,16,0,0,0,0,0,0,3,3,24,53,0,0,0,0,0,0,0,0,49,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,53,3,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,129,3,0,0,0,0,3,3,7,140,2643,47,3,58,5,20,18,100,23,2813,1711,3,0,6,0,3,14,28,3,1748,172,14,3,0,0,0,0,3,0,196,72,19,6,0,0,0,0,0,0,99,614,20,4,0,0,3,4,9,6,650,11,5,16,0,0,0,0,0,0,34,131,10,4,3,7,0,3,13,4,163,97,6,4,0,0,3,0,4,0,111
ILOC40300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40300203,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,23,52,0,0,4,0,0,0,3,0,62,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
ILOC40300204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ILOC40300301,17,4,0,0,0,0,0,0,0,19,49,5,0,0,0,0,0,0,0,57,42,14,3,0,0,0,0,0,0,54,86,22,6,0,0,0,0,0,0,112,16,0,5,0,0,0,0,0,0,24,12,6,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,161,36,16,0,0,0,0,0,0,214,3,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,14,233,50,18,0,0,0,0,0,0,310,1371,87,40,16,0,0,3,19,3,1523,1542,93,14,3,0,3,3,6,14,1671,414,163,107,0,0,0,3,3,3,687,190,134,61,0,0,0,0,0,0,382,356,74,38,0,0,0,3,6,3,479,12,19,0,0,0,0,0,0,0,29,48,19,7,3,0,0,0,4,0,76,21,10,4,0,0,0,0,0,0,29
ILOC49499494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC49799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50100101,32,0,0,3,0,0,0,3,0,37,47,3,3,0,0,0,0,0,0,50,19,10,8,0,0,0,0,0,0,34,107,34,26,0,0,0,0,0,0,170,9,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,4,15,10,0,0,0,0,0,3,0,24,10,0,0,0,0,0,0,0,0,13,156,50,32,0,0,0,0,3,9,250,3,0,0,0,0,0,0,0,0,3,12,13,9,0,0,0,0,0,0,27,252,63,45,3,0,0,0,9,10,375,103,0,8,43,0,0,0,43,4,159,165,9,9,0,0,0,0,3,3,194,85,32,51,0,0,0,0,0,0,170,42,16,17,0,0,0,0,0,3,76,60,4,7,3,0,0,0,7,5,90,7,0,0,0,0,0,0,0,0,7,36,11,9,22,0,10,0,30,12,89,7,0,0,3,0,3,0,4,6,13
ILOC50100102,15,0,0,0,0,0,0,0,0,21,46,0,0,0,0,0,0,0,0,46,18,6,6,0,0,0,0,0,0,27,50,5,0,0,0,0,0,0,11,67,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,105,16,6,0,0,0,0,0,22,144,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,12,177,18,6,3,0,0,3,6,22,226,119,5,0,63,0,3,3,69,5,199,400,17,3,9,0,0,0,5,3,431,190,74,27,0,0,0,0,0,3,294,91,15,0,0,0,0,0,0,7,120,46,4,0,0,0,0,0,4,3,56,3,0,0,0,0,0,0,0,0,4,154,24,3,11,0,0,4,12,9,202,13,0,0,0,0,0,0,0,0,13
ILOC50100103,17,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,3,0,17,3,0,0,0,0,0,0,0,0,3,56,0,0,3,0,3,0,9,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50100104,17,0,0,0,0,0,0,0,0,26,84,0,3,0,0,0,0,0,0,90,35,0,7,3,0,0,0,3,0,49,143,0,4,0,0,0,0,0,0,150,18,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,217,3,11,3,0,0,0,4,0,240,3,0,0,0,0,0,0,0,0,3,18,0,3,0,0,0,0,0,0,17,333,4,21,4,0,0,0,3,0,368,167,7,6,61,0,0,0,61,0,240,366,3,15,9,0,0,0,10,3,403,189,25,53,11,0,0,0,14,0,282,97,6,4,0,0,0,0,0,0,115,75,11,10,5,0,0,0,9,0,103,7,0,0,0,0,0,0,0,0,7,108,18,6,19,0,4,3,20,3,153,8,0,0,0,0,0,0,0,0,14
ILOC50100201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,81,0,0,0,0,0,0,0,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
